travelCode,userCode_x,from,to,flightType,price_x,time,distance,agency,date_x,userCode_y,name_x,place,days,price_y,total,date_y,company,name_y,gender,age
239,3,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,12/26/2019,3,Hotel A,Florianopolis (SC),2,313.02,626.04,12/26/2019,4You,Julie Berman,female,51
239,3,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,12/28/2019,3,Hotel A,Florianopolis (SC),2,313.02,626.04,12/26/2019,4You,Julie Berman,female,51
240,3,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,01/02/2020,3,Hotel BP,Brasilia (DF),4,247.62,990.48,01/02/2020,4You,Foster King,none,33
240,3,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,01/06/2020,3,Hotel BP,Brasilia (DF),4,247.62,990.48,01/02/2020,4You,Foster King,none,33
241,3,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,01/09/2020,3,Hotel A,Florianopolis (SC),1,313.02,313.02,01/09/2020,4You,Sonia Malaspina,female,63
241,3,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,01/10/2020,3,Hotel A,Florianopolis (SC),1,313.02,313.02,01/09/2020,4You,Sonia Malaspina,female,63
243,3,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,01/23/2020,3,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/23/2020,4You,Jason Griess,none,45
243,3,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1446.4,1.55,597.61,CloudFy,01/24/2020,3,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/23/2020,4You,Jason Griess,none,45
244,3,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,01/30/2020,3,Hotel AU,Recife (PE),4,312.83,1251.32,01/30/2020,4You,Opal Valles,female,45
244,3,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,02/03/2020,3,Hotel AU,Recife (PE),4,312.83,1251.32,01/30/2020,4You,Opal Valles,female,45
246,3,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,02/13/2020,3,Hotel AU,Recife (PE),2,312.83,625.66,02/13/2020,4You,Dorothy Richardson,female,33
246,3,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,02/15/2020,3,Hotel AU,Recife (PE),2,312.83,625.66,02/13/2020,4You,Dorothy Richardson,female,33
248,3,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,02/27/2020,3,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/27/2020,4You,Monica Chafin,female,49
248,3,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,02/29/2020,3,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/27/2020,4You,Monica Chafin,female,49
255,3,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,04/16/2020,3,Hotel A,Florianopolis (SC),1,313.02,313.02,04/16/2020,4You,Arthur Hoag,male,31
255,3,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,04/17/2020,3,Hotel A,Florianopolis (SC),1,313.02,313.02,04/16/2020,4You,Arthur Hoag,male,31
259,3,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,05/14/2020,3,Hotel BD,Natal (RN),2,242.88,485.76,05/14/2020,4You,Helen Walton,none,49
259,3,Natal (RN),Brasilia (DF),firstClass,1192.62,1.43,550.69,FlyingDrops,05/16/2020,3,Hotel BD,Natal (RN),2,242.88,485.76,05/14/2020,4You,Helen Walton,none,49
263,3,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,06/11/2020,3,Hotel BW,Campo Grande (MS),3,60.39,181.17,06/11/2020,4You,John Lewis,none,34
263,3,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,06/14/2020,3,Hotel BW,Campo Grande (MS),3,60.39,181.17,06/11/2020,4You,John Lewis,none,34
269,3,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,07/23/2020,3,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/23/2020,4You,Sandra Banks,none,49
269,3,Rio de Janeiro (RJ),Brasilia (DF),firstClass,687.25,0.48,183.37,Rainbow,07/25/2020,3,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/23/2020,4You,Sandra Banks,none,49
275,3,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,09/03/2020,3,Hotel BD,Natal (RN),2,242.88,485.76,09/03/2020,4You,Allen Strode,none,60
275,3,Natal (RN),Brasilia (DF),economic,686.79,1.43,550.69,Rainbow,09/05/2020,3,Hotel BD,Natal (RN),2,242.88,485.76,09/03/2020,4You,Allen Strode,none,60
279,3,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,10/01/2020,3,Hotel BD,Natal (RN),1,242.88,242.88,10/01/2020,4You,Mildred Jackson,female,49
279,3,Natal (RN),Recife (PE),premium,563.23,0.58,222.67,CloudFy,10/02/2020,3,Hotel BD,Natal (RN),1,242.88,242.88,10/01/2020,4You,Mildred Jackson,female,49
283,3,Recife (PE),Sao Paulo (SP),premium,670.13,1.26,486.52,Rainbow,10/29/2020,3,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/29/2020,4You,Barbara Faust,female,42
283,3,Sao Paulo (SP),Recife (PE),premium,1145.72,1.26,486.52,Rainbow,10/30/2020,3,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/29/2020,4You,Barbara Faust,female,42
287,3,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,11/26/2020,3,Hotel AU,Recife (PE),1,312.83,312.83,11/26/2020,4You,Bradley Barone,none,39
287,3,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,11/27/2020,3,Hotel AU,Recife (PE),1,312.83,312.83,11/26/2020,4You,Bradley Barone,none,39
290,3,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,12/17/2020,3,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/17/2020,4You,Kristina Miller,none,43
290,3,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,12/18/2020,3,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/17/2020,4You,Kristina Miller,none,43
291,3,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,12/24/2020,3,Hotel K,Salvador (BH),1,263.41,263.41,12/24/2020,4You,Larry Dupree,male,36
291,3,Salvador (BH),Brasilia (DF),economic,609.83,1.76,676.56,Rainbow,12/25/2020,3,Hotel K,Salvador (BH),1,263.41,263.41,12/24/2020,4You,Larry Dupree,male,36
295,3,Recife (PE),Natal (RN),firstClass,669.83,0.58,222.67,CloudFy,01/21/2021,3,Hotel BD,Natal (RN),4,242.88,971.52,01/21/2021,4You,Jenna Center,female,60
295,3,Natal (RN),Recife (PE),firstClass,744.11,0.58,222.67,CloudFy,01/25/2021,3,Hotel BD,Natal (RN),4,242.88,971.52,01/21/2021,4You,Jenna Center,female,60
296,3,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,01/28/2021,3,Hotel AU,Recife (PE),3,312.83,938.49,01/28/2021,4You,James Fouche,none,28
296,3,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,01/31/2021,3,Hotel AU,Recife (PE),3,312.83,938.49,01/28/2021,4You,James Fouche,none,28
299,3,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,02/18/2021,3,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/18/2021,4You,Robert Herrera,none,28
299,3,Sao Paulo (SP),Recife (PE),economic,829.91,1.26,486.52,CloudFy,02/21/2021,3,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/18/2021,4You,Robert Herrera,none,28
300,3,Brasilia (DF),Salvador (BH),premium,1268.97,1.76,676.56,Rainbow,02/25/2021,3,Hotel K,Salvador (BH),3,263.41,790.23,02/25/2021,4You,Misty Garcia,none,25
300,3,Salvador (BH),Brasilia (DF),premium,882.86,1.76,676.56,Rainbow,02/28/2021,3,Hotel K,Salvador (BH),3,263.41,790.23,02/25/2021,4You,Misty Garcia,none,25
303,3,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,03/18/2021,3,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/18/2021,4You,Richard Gomez,male,56
303,3,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,03/19/2021,3,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/18/2021,4You,Richard Gomez,male,56
305,3,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,04/01/2021,3,Hotel BD,Natal (RN),4,242.88,971.52,04/01/2021,4You,Sarah Willis,female,50
305,3,Natal (RN),Recife (PE),economic,429.77,0.58,222.67,CloudFy,04/05/2021,3,Hotel BD,Natal (RN),4,242.88,971.52,04/01/2021,4You,Sarah Willis,female,50
306,3,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,04/08/2021,3,Hotel A,Florianopolis (SC),3,313.02,939.06,04/08/2021,4You,Darren Bennett,none,43
306,3,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,04/11/2021,3,Hotel A,Florianopolis (SC),3,313.02,939.06,04/08/2021,4You,Darren Bennett,none,43
307,3,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,04/15/2021,3,Hotel BD,Natal (RN),2,242.88,485.76,04/15/2021,4You,Robert Legros,male,59
307,3,Natal (RN),Aracaju (SE),premium,451.41,0.46,176.33,CloudFy,04/17/2021,3,Hotel BD,Natal (RN),2,242.88,485.76,04/15/2021,4You,Robert Legros,male,59
311,3,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,05/13/2021,3,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/13/2021,4You,Sandra Mitchell,none,30
311,3,Sao Paulo (SP),Aracaju (SE),economic,722.74,1.02,392.76,CloudFy,05/15/2021,3,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/13/2021,4You,Sandra Mitchell,none,30
315,3,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,06/10/2021,3,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/10/2021,4You,Alfred Atkinson,none,61
315,3,Rio de Janeiro (RJ),Recife (PE),premium,1333.52,2.3,885.57,CloudFy,06/13/2021,3,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/10/2021,4You,Alfred Atkinson,none,61
322,3,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,07/29/2021,3,Hotel BD,Natal (RN),1,242.88,242.88,07/29/2021,4You,Wallace Gallardo,male,56
322,3,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,07/30/2021,3,Hotel BD,Natal (RN),1,242.88,242.88,07/29/2021,4You,Wallace Gallardo,male,56
325,3,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,08/19/2021,3,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/19/2021,4You,Christine Lowery,none,24
325,3,Rio de Janeiro (RJ),Brasilia (DF),firstClass,688.06,0.48,183.37,CloudFy,08/22/2021,3,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/19/2021,4You,Christine Lowery,none,24
337,3,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,11/11/2021,3,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/11/2021,4You,Hans Bryan,none,37
337,3,Rio de Janeiro (RJ),Aracaju (SE),economic,796.42,1.55,597.61,CloudFy,11/14/2021,3,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/11/2021,4You,Hans Bryan,none,37
338,3,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,11/18/2021,3,Hotel Z,Aracaju (SE),3,208.04,624.12,11/18/2021,4You,Randy Sao,male,65
338,3,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,11/21/2021,3,Hotel Z,Aracaju (SE),3,208.04,624.12,11/18/2021,4You,Randy Sao,male,65
347,3,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,01/20/2022,3,Hotel BP,Brasilia (DF),1,247.62,247.62,01/20/2022,4You,Keith Sherman,male,35
347,3,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,01/21/2022,3,Hotel BP,Brasilia (DF),1,247.62,247.62,01/20/2022,4You,Keith Sherman,male,35
350,3,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,02/10/2022,3,Hotel BD,Natal (RN),1,242.88,242.88,02/10/2022,4You,Sam Abernathy,male,25
350,3,Natal (RN),Recife (PE),premium,563.23,0.58,222.67,CloudFy,02/11/2022,3,Hotel BD,Natal (RN),1,242.88,242.88,02/10/2022,4You,Sam Abernathy,male,25
363,3,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,05/12/2022,3,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/12/2022,4You,Abby Small,female,25
363,3,Sao Paulo (SP),Brasilia (DF),firstClass,824.31,0.67,257.81,Rainbow,05/13/2022,3,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/12/2022,4You,Abby Small,female,25
369,3,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,06/23/2022,3,Hotel AU,Recife (PE),3,312.83,938.49,06/23/2022,4You,Bart Haverstock,male,21
369,3,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,06/26/2022,3,Hotel AU,Recife (PE),3,312.83,938.49,06/23/2022,4You,Bart Haverstock,male,21
373,3,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,07/21/2022,3,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/21/2022,4You,Jame Carter,female,65
373,3,Campo Grande (MS),Recife (PE),firstClass,1262.23,1.39,535.4,FlyingDrops,07/25/2022,3,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/21/2022,4You,Jame Carter,female,65
377,3,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,08/18/2022,3,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/18/2022,4You,Larry Faron,male,24
377,3,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,08/22/2022,3,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/18/2022,4You,Larry Faron,male,24
382,3,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,09/22/2022,3,Hotel K,Salvador (BH),2,263.41,526.82,09/22/2022,4You,Arthur Mckinnis,none,25
382,3,Salvador (BH),Recife (PE),premium,1016.53,2.05,788.55,CloudFy,09/24/2022,3,Hotel K,Salvador (BH),2,263.41,526.82,09/22/2022,4You,Arthur Mckinnis,none,25
383,3,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,09/29/2022,3,Hotel A,Florianopolis (SC),2,313.02,626.04,09/29/2022,4You,Gabriel Mantini,none,39
383,3,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,10/01/2022,3,Hotel A,Florianopolis (SC),2,313.02,626.04,09/29/2022,4You,Gabriel Mantini,none,39
385,3,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,10/13/2022,3,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/13/2022,4You,Jeffery Gill,male,53
385,3,Campo Grande (MS),Recife (PE),economic,674.16,1.39,535.4,Rainbow,10/15/2022,3,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/13/2022,4You,Jeffery Gill,male,53
387,3,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,10/27/2022,3,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/27/2022,4You,Dorothy Barnes,none,21
387,3,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,10/30/2022,3,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/27/2022,4You,Dorothy Barnes,none,21
388,3,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,11/03/2022,3,Hotel BD,Natal (RN),4,242.88,971.52,11/03/2022,4You,Virgie Humphrys,female,23
388,3,Natal (RN),Aracaju (SE),premium,451.41,0.46,176.33,CloudFy,11/07/2022,3,Hotel BD,Natal (RN),4,242.88,971.52,11/03/2022,4You,Virgie Humphrys,female,23
394,3,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,12/15/2022,3,Hotel K,Salvador (BH),4,263.41,1053.64,12/15/2022,4You,Tom Floyd,none,48
394,3,Salvador (BH),Aracaju (SE),firstClass,1520.02,2.16,830.86,Rainbow,12/19/2022,3,Hotel K,Salvador (BH),4,263.41,1053.64,12/15/2022,4You,Tom Floyd,none,48
397,3,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,01/05/2023,3,Hotel AU,Recife (PE),4,312.83,1251.32,01/05/2023,4You,Robert Clark,male,28
397,3,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,01/09/2023,3,Hotel AU,Recife (PE),4,312.83,1251.32,01/05/2023,4You,Robert Clark,male,28
398,3,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,01/12/2023,3,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/12/2023,4You,Christine Spillane,female,29
398,3,Campo Grande (MS),Recife (PE),firstClass,1262.23,1.39,535.4,FlyingDrops,01/16/2023,3,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/12/2023,4You,Christine Spillane,female,29
403,3,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,02/16/2023,3,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/16/2023,4You,Oliver Williams,none,49
403,3,Sao Paulo (SP),Recife (PE),economic,827.12,1.26,486.52,Rainbow,02/19/2023,3,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/16/2023,4You,Oliver Williams,none,49
404,3,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,02/23/2023,3,Hotel Z,Aracaju (SE),1,208.04,208.04,02/23/2023,4You,Ana Hudson,none,23
404,3,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,02/24/2023,3,Hotel Z,Aracaju (SE),1,208.04,208.04,02/23/2023,4You,Ana Hudson,none,23
406,3,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,03/09/2023,3,Hotel BD,Natal (RN),2,242.88,485.76,03/09/2023,4You,William Jemmott,male,21
406,3,Natal (RN),Recife (PE),premium,563.23,0.58,222.67,CloudFy,03/11/2023,3,Hotel BD,Natal (RN),2,242.88,485.76,03/09/2023,4You,William Jemmott,male,21
408,3,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,03/23/2023,3,Hotel K,Salvador (BH),1,263.41,263.41,03/23/2023,4You,Richard Anaya,none,59
408,3,Salvador (BH),Recife (PE),premium,1103.23,2.05,788.55,Rainbow,03/24/2023,3,Hotel K,Salvador (BH),1,263.41,263.41,03/23/2023,4You,Richard Anaya,none,59
409,3,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,03/30/2023,3,Hotel K,Salvador (BH),3,263.41,790.23,03/30/2023,4You,Frank Strawn,none,32
409,3,Salvador (BH),Aracaju (SE),firstClass,1531.92,2.16,830.86,CloudFy,04/02/2023,3,Hotel K,Salvador (BH),3,263.41,790.23,03/30/2023,4You,Frank Strawn,none,32
410,3,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,04/06/2023,3,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/06/2023,4You,Marilyn Wix,none,39
410,3,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,04/09/2023,3,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/06/2023,4You,Marilyn Wix,none,39
412,3,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,04/20/2023,3,Hotel A,Florianopolis (SC),2,313.02,626.04,04/20/2023,4You,Teresa Sanchez,none,21
412,3,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,04/22/2023,3,Hotel A,Florianopolis (SC),2,313.02,626.04,04/20/2023,4You,Teresa Sanchez,none,21
415,3,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,05/11/2023,3,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/11/2023,4You,Barbara Oliver,none,61
415,3,Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,1.55,597.61,Rainbow,05/13/2023,3,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/11/2023,4You,Barbara Oliver,none,61
417,3,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,05/25/2023,3,Hotel BD,Natal (RN),2,242.88,485.76,05/25/2023,4You,Dana King,none,35
417,3,Natal (RN),Recife (PE),premium,579.62,0.58,222.67,Rainbow,05/27/2023,3,Hotel BD,Natal (RN),2,242.88,485.76,05/25/2023,4You,Dana King,none,35
418,3,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,06/01/2023,3,Hotel AU,Recife (PE),1,312.83,312.83,06/01/2023,4You,Frank Street,none,61
418,3,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,06/02/2023,3,Hotel AU,Recife (PE),1,312.83,312.83,06/01/2023,4You,Frank Street,none,61
419,3,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,06/08/2023,3,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/08/2023,4You,Tanya Donahue,none,36
419,3,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,06/10/2023,3,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/08/2023,4You,Tanya Donahue,none,36
424,3,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,07/13/2023,3,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/13/2023,4You,Diana Mcelrath,female,59
424,3,Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,1.55,597.61,Rainbow,07/14/2023,3,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/13/2023,4You,Diana Mcelrath,female,59
426,4,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,10/03/2019,4,Hotel AU,Recife (PE),2,312.83,625.66,10/03/2019,4You,Amy Kun,none,65
426,4,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,10/05/2019,4,Hotel AU,Recife (PE),2,312.83,625.66,10/03/2019,4You,Amy Kun,none,65
431,4,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,11/07/2019,4,Hotel AU,Recife (PE),4,312.83,1251.32,11/07/2019,4You,Matilda Wright,none,44
431,4,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,11/11/2019,4,Hotel AU,Recife (PE),4,312.83,1251.32,11/07/2019,4You,Matilda Wright,none,44
432,4,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,11/14/2019,4,Hotel AU,Recife (PE),3,312.83,938.49,11/14/2019,4You,Linda Speight,female,52
432,4,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,11/17/2019,4,Hotel AU,Recife (PE),3,312.83,938.49,11/14/2019,4You,Linda Speight,female,52
440,4,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,01/09/2020,4,Hotel K,Salvador (BH),3,263.41,790.23,01/09/2020,4You,Donald Stallworth,none,46
440,4,Salvador (BH),Brasilia (DF),firstClass,1032.4,1.76,676.56,CloudFy,01/12/2020,4,Hotel K,Salvador (BH),3,263.41,790.23,01/09/2020,4You,Donald Stallworth,none,46
442,4,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,01/23/2020,4,Hotel Z,Aracaju (SE),2,208.04,416.08,01/23/2020,4You,Renee Brock,female,24
442,4,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,01/25/2020,4,Hotel Z,Aracaju (SE),2,208.04,416.08,01/23/2020,4You,Renee Brock,female,24
445,4,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,02/13/2020,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/13/2020,4You,Laura Burns,female,23
445,4,Rio de Janeiro (RJ),Recife (PE),firstClass,1664.01,2.3,885.57,CloudFy,02/14/2020,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/13/2020,4You,Laura Burns,female,23
447,4,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,02/27/2020,4,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/27/2020,4You,Adam Hawkins,none,43
447,4,Sao Paulo (SP),Brasilia (DF),firstClass,824.31,0.67,257.81,Rainbow,02/29/2020,4,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/27/2020,4You,Adam Hawkins,none,43
450,4,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,03/19/2020,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/19/2020,4You,Monica Briggs,none,42
450,4,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,03/21/2020,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/19/2020,4You,Monica Briggs,none,42
452,4,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,04/02/2020,4,Hotel A,Florianopolis (SC),1,313.02,313.02,04/02/2020,4You,Maynard Murray,none,33
452,4,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,04/03/2020,4,Hotel A,Florianopolis (SC),1,313.02,313.02,04/02/2020,4You,Maynard Murray,none,33
456,4,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,04/30/2020,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/30/2020,Monsters CYA,Gertrude Rice,female,36
456,4,Rio de Janeiro (RJ),Brasilia (DF),premium,435.67,0.48,183.37,Rainbow,05/03/2020,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/30/2020,Monsters CYA,Gertrude Rice,female,36
457,4,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,05/07/2020,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/07/2020,Monsters CYA,Leonel Richardson,male,49
457,4,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,05/09/2020,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/07/2020,Monsters CYA,Leonel Richardson,male,49
468,4,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,07/23/2020,4,Hotel Z,Aracaju (SE),1,208.04,208.04,07/23/2020,Monsters CYA,Robert Terrell,male,47
